n,beta,s,type,mcVal,M
148,0.6666666666666666,1.5,EPE,0.27080891581224265,300
148,0.6666666666666666,1.5,EPE,0.21707872056472588,300
148,0.6666666666666666,1.5,EPE,0.20330790832774004,300
148,0.6666666666666666,1.5,EPE,0.17453576045200575,300
148,0.6666666666666666,1.5,EPE,0.23266210433652096,300
148,0.6666666666666666,1.5,EPE,0.21593893215077115,300
148,0.6666666666666666,1.5,EPE,0.284574407696648,300
148,0.6666666666666666,1.5,EPE,0.33156982990107264,300
148,0.6666666666666666,1.5,EPE,0.3213559366858646,300
148,0.6666666666666666,1.5,EPE,0.24851070611604578,300
148,0.6666666666666666,1.5,EPE,0.27902011003980787,300
148,0.6666666666666666,1.5,EPE,0.2126310412468772,300
148,0.6666666666666666,1.5,EPE,0.28002916863720206,300
148,0.6666666666666666,1.5,EPE,0.1942335652928937,300
148,0.6666666666666666,1.5,EPE,0.2465750890641428,300
148,0.6666666666666666,1.5,EPE,0.23125729263236497,300
148,0.6666666666666666,1.5,EPE,0.24888343723608183,300
148,0.6666666666666666,1.5,EPE,0.2451897355811419,300
148,0.6666666666666666,1.5,EPE,0.24013561044857204,300
148,0.6666666666666666,1.5,EPE,0.20330789795196372,300
148,0.6666666666666666,1.5,EPE,0.17929937961266273,300
148,0.6666666666666666,1.5,EPE,0.22765302461462822,300
148,0.6666666666666666,1.5,EPE,0.27658674300806646,300
148,0.6666666666666666,1.5,EPE,0.21911417511880005,300
148,0.6666666666666666,1.5,EPE,0.2429090395135603,300
148,0.6666666666666666,1.5,EPE,0.19541448481462606,300
148,0.6666666666666666,1.5,EPE,0.19946311415371845,300
148,0.6666666666666666,1.5,EPE,0.1809724077909236,300
148,0.6666666666666666,1.5,EPE,0.2537322177722821,300
148,0.6666666666666666,1.5,EPE,0.24741350453635835,300
148,0.6666666666666666,1.5,EPE,0.20257104127986403,300
148,0.6666666666666666,1.5,EPE,0.22702601053326157,300
148,0.6666666666666666,1.5,EPE,0.2943835542840254,300
148,0.6666666666666666,1.5,EPE,0.2534463941568852,300
148,0.6666666666666666,1.5,EPE,0.18045020530937125,300
148,0.6666666666666666,1.5,EPE,0.33199754794984265,300
148,0.6666666666666666,1.5,EPE,0.21635297072074514,300
